Date,Close
08JUL2018,2759.820068
09JUL2018,2784.169922
10JUL2018,2793.840088
11JUL2018,2774.02002
12JUL2018,2798.290039
13JUL2018,2801.310059
14JUL2018,2801.310059
15JUL2018,2801.310059
16JUL2018,2798.429932
17JUL2018,2809.550049
18JUL2018,2815.620117
19JUL2018,2804.48999
20JUL2018,2801.830078
21JUL2018,2801.830078
22JUL2018,2801.830078
23JUL2018,2806.97998
24JUL2018,2820.399902
25JUL2018,2846.070068
26JUL2018,2837.439941
27JUL2018,2818.820068
28JUL2018,2818.820068
29JUL2018,2818.820068
30JUL2018,2802.600098
31JUL2018,2816.290039
01AUG2018,2813.360107
02AUG2018,2827.219971
03AUG2018,2840.350098
04AUG2018,2840.350098
05AUG2018,2840.350098
06AUG2018,2850.399902
07AUG2018,2858.449951
08AUG2018,2857.699951
09AUG2018,2853.580078
10AUG2018,2833.280029
11AUG2018,2833.280029
12AUG2018,2833.280029
13AUG2018,2821.929932
14AUG2018,2839.959961
15AUG2018,2818.370117
16AUG2018,2840.689941
17AUG2018,2850.129883
18AUG2018,2850.129883
19AUG2018,2850.129883
20AUG2018,2857.050049
21AUG2018,2862.959961
22AUG2018,2861.820068
23AUG2018,2856.97998
24AUG2018,2874.689941
25AUG2018,2874.689941
26AUG2018,2874.689941
27AUG2018,2896.73999
28AUG2018,2897.52002
29AUG2018,2914.040039
30AUG2018,2901.129883
31AUG2018,2901.52002
01SEP2018,2901.52002
02SEP2018,2901.52002
03SEP2018,2901.52002
04SEP2018,2896.719971
05SEP2018,2888.600098
06SEP2018,2878.050049
07SEP2018,2871.679932
08SEP2018,2871.679932
09SEP2018,2871.679932
10SEP2018,2877.129883
11SEP2018,2887.889893
12SEP2018,2888.919922
13SEP2018,2904.179932
14SEP2018,2904.97998
15SEP2018,2904.97998
16SEP2018,2904.97998
17SEP2018,2888.800049
18SEP2018,2904.310059
19SEP2018,2907.949951
20SEP2018,2930.75
21SEP2018,2929.669922
22SEP2018,2929.669922
23SEP2018,2929.669922
24SEP2018,2919.370117
25SEP2018,2915.560059
26SEP2018,2905.969971
27SEP2018,2914
28SEP2018,2913.97998
29SEP2018,2913.97998
30SEP2018,2913.97998
01OCT2018,2924.590088
02OCT2018,2923.429932
03OCT2018,2925.51001
04OCT2018,2901.610107
05OCT2018,2885.570068
06OCT2018,2885.570068
07OCT2018,2885.570068
08OCT2018,2884.429932
09OCT2018,2880.340088
10OCT2018,2785.679932
11OCT2018,2728.370117
12OCT2018,2767.129883
13OCT2018,2767.129883
14OCT2018,2767.129883
15OCT2018,2750.790039
16OCT2018,2809.919922
17OCT2018,2809.209961
18OCT2018,2768.780029
19OCT2018,2767.780029
20OCT2018,2767.780029
21OCT2018,2767.780029
22OCT2018,2755.879883
23OCT2018,2740.689941
24OCT2018,2656.100098
25OCT2018,2705.570068
26OCT2018,2658.689941
27OCT2018,2658.689941
28OCT2018,2658.689941
29OCT2018,2641.25
30OCT2018,2682.629883
31OCT2018,2711.73999
01NOV2018,2740.370117
02NOV2018,2723.060059
03NOV2018,2723.060059
04NOV2018,2723.060059
05NOV2018,2738.310059
06NOV2018,2755.449951
07NOV2018,2813.889893
08NOV2018,2806.830078
09NOV2018,2781.01001
10NOV2018,2781.01001
11NOV2018,2781.01001
12NOV2018,2726.219971
13NOV2018,2722.179932
14NOV2018,2701.580078
15NOV2018,2730.199951
16NOV2018,2736.27002
17NOV2018,2736.27002
18NOV2018,2736.27002
19NOV2018,2690.72998
20NOV2018,2641.889893
21NOV2018,2649.929932
22NOV2018,2649.929932
23NOV2018,2632.560059
24NOV2018,2632.560059
25NOV2018,2632.560059
26NOV2018,2673.449951
27NOV2018,2682.169922
28NOV2018,2743.790039
29NOV2018,2737.800049
30NOV2018,2760.169922
01DEC2018,2760.169922
02DEC2018,2760.169922
03DEC2018,2790.370117
04DEC2018,2700.060059
05DEC2018,2700.060059
06DEC2018,2695.949951
07DEC2018,2633.080078
