DATE_WEEK_START,VOLUME,FORECAST,STD,L95,U95,RESIDUAL
2019-04-28,4741,4902.1974697,650.86726571,3626.5210702,6177.8738692,-161.1974697
2019-05-05,4665,4585.8986362,650.86726571,3310.2222367,5861.5750357,79.101363828
2019-05-12,4688,4527.834116,650.86726571,3252.1577165,5803.5105155,160.165884
2019-05-19,4694,4545.4062734,650.86726571,3269.7298739,5821.0826729,148.59372658
2019-05-26,4817,4549.9903145,650.86726571,3274.313915,5825.666714,267.00968551
2019-06-02,5581,4643.9631563,650.86726571,3368.2867568,5919.6395559,937.03684366
2019-06-09,5528,5227.6643854,650.86726571,3951.9879859,6503.3407849,300.33561458
2019-06-16,5142,5187.1720227,650.86726571,3911.4956232,6462.8484222,-45.17202267
2019-06-23,5300,4892.2653808,650.86726571,3616.5889812,6167.9417803,407.73461925
2019-06-30,4506,5012.9784622,650.86726571,3737.3020627,6288.6548617,-506.9784622
2019-07-07,5727,4406.3570278,650.86726571,3130.6806282,5682.0334273,1320.6429722
2019-07-14,5311,5339.2093847,650.86726571,4063.5329852,6614.8857842,-28.20938469
2019-07-21,5539,5021.3825374,650.86726571,3745.7061379,6297.058937,517.61746255
2019-07-28,5383,5195.576098,650.86726571,3919.8996984,6471.2524975,187.42390204
2019-08-04,5353,5076.3910302,650.86726571,3800.7146307,6352.0674297,276.60896976
2019-08-11,5077,5053.4708249,650.86726571,3777.7944254,6329.1472244,23.52917509
2019-08-18,4899,4842.6049359,650.86726571,3566.9285364,6118.2813354,56.395064129
2019-08-25,4842,4706.6117176,650.86726571,3430.9353181,5982.2881171,135.38828242
2019-09-01,4451,4663.0633275,650.86726571,3387.3869279,5938.739727,-212.0633275
2019-09-08,4720,4364.3366513,650.86726571,3088.6602518,5640.0130508,355.66334869
2019-09-15,5036,4569.8544924,650.86726571,3294.1780929,5845.530892,466.14550756
2019-09-22,4313,4811.2806553,650.86726571,3535.6042557,6086.9570548,-498.2806553
2019-09-29,4293,4258.9037068,650.86726571,2983.2273073,5534.5801063,34.096293206
2019-10-06,4320,4243.6235699,650.86726571,2967.9471704,5519.2999694,76.376430093
2019-10-13,3672,4264.2517547,650.86726571,2988.5753552,5539.9281542,-592.2517547
2019-10-20,3967,3769.1753196,650.86726571,2493.4989201,5044.8517191,197.82468043
2019-10-27,3470,3994.5573387,650.86726571,2718.8809391,5270.2337382,-524.5573387
2019-11-03,3499,3614.845937,650.86726571,2339.1695375,4890.5223365,-115.845937
2019-11-10,3005,3637.0021355,650.86726571,2361.325736,4912.678535,-632.0021355
2019-11-17,3911,3259.5827544,650.86726571,1983.9063549,4535.2591539,651.41724561
2019-11-24,2576,3951.7729554,650.86726571,2676.0965559,5227.4493549,-1375.772955
2019-12-01,3995,2931.8238182,650.86726571,1656.1474187,4207.5002177,1063.1761818
2019-12-08,3672,4015.9495303,650.86726571,2740.2731308,5291.6259298,-343.9495303
2019-12-15,3082,3769.1753196,650.86726571,2493.4989201,5044.8517191,-687.1753196
2019-12-22,2377,3318.4112814,650.86726571,2042.7348819,4594.0876809,-941.4112814
2019-12-29,3196,2779.7864561,650.86726571,1504.1100566,4055.4628557,416.21354385
2020-01-05,3827,3405.5080617,650.86726571,2129.8316622,4681.1844612,421.49193834
2020-01-12,3066,3887.5963804,650.86726571,2611.9199809,5163.27278,-821.5963804
2020-01-19,3735,3306.1871719,650.86726571,2030.5107724,4581.8635714,428.8128281
2020-01-26,3369,3817.3077508,650.86726571,2541.6313513,5092.9841503,-448.3077508
2020-02-02,3323,3537.6812457,650.86726571,2262.0048462,4813.3576452,-214.6812457
2020-02-09,3011,3502.5369309,650.86726571,2226.8605314,4778.2133304,-491.5369309
2020-02-16,3131,3264.1667955,650.86726571,1988.490396,4539.843195,-133.1667955
2020-02-23,3204,3355.8476168,650.86726571,2080.1712173,4631.5240163,-151.8476168
2020-03-01,4239,3411.6201164,650.86726571,2135.9437169,4687.2965159,827.37988358
2020-03-08,3904,4202.3672003,650.86726571,2926.6908008,5478.0435998,-298.3672003
2020-03-15,2686,3946.4249075,650.86726571,2670.7485079,5222.101307,-1260.424907
2020-03-22,1532,3015.864571,650.86726571,1740.1881715,4291.5409706,-1483.864571
2020-03-29,2450,2134.2006727,650.86726571,858.52427317,3409.8770722,315.79932732
2020-04-05,2307,2835.5589558,650.86726571,1559.8825563,4111.2353553,-528.5589558
2020-04-12,2766,2726.305977,650.86726571,1450.6295775,4001.9823766,39.694022957
2020-04-19,2894,3076.9851186,650.86726571,1801.3087191,4352.6615181,-182.9851186
2020-04-26,2897,3174.7779947,650.86726571,1899.1015952,4450.4543942,-277.7779947
2020-05-03,2964,3177.0700152,650.86726571,1901.3936157,4452.7464147,-213.0700152
2020-05-10,2672,3228.2584738,650.86726571,1952.5820743,4503.9348733,-556.2584738
2020-05-17,3270,3005.1684752,650.86726571,1729.4920757,4280.8448747,264.83152477
2020-05-24,2981,3462.0445681,650.86726571,2186.3681686,4737.7209677,-481.0445681
2020-05-31,3632,3241.2465901,650.86726571,1965.5701906,4516.9229896,390.75340987
2020-06-07,3952,3738.6150458,650.86726571,2462.9386463,5014.2914453,213.3849542
2020-06-14,4082,3983.097236,650.86726571,2707.4208365,5258.7736355,98.902764014
